Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
0,3,1,-0.6663144087405455,0,0,-0.7969424328323889,True,False
0,3,1,-0.00325575936142946,0,0,-0.790020150656285,False,True
0,3,0,-0.08613809053381898,1,1,-0.4712629791737291,False,True
0,3,1,-0.9149614022577139,1,1,-0.18731262526685474,False,True
0,3,1,-0.08613809053381898,0,0,-0.8205524467753037,False,True
1,2,0,-0.08613809053381898,1,0,0.095416436795259,False,True
1,2,0,-0.8320790710853245,0,0,0.095416436795259,False,True
0,3,1,-0.08613809053381898,0,0,-0.7961266098800887,True,False
1,3,1,0.24539123415573905,0,0,-0.7814711077429596,False,True
1,1,1,-0.08613809053381898,0,0,0.12228485737999555,False,True
1,3,0,-0.08613809053381898,1,0,-0.388215133729998,False,True
1,2,0,1.0742145458796342,1,0,0.095416436795259,False,True
0,3,1,-0.9978437334301035,0,0,-0.8266589059991074,False,True
0,1,1,1.7372731952587501,1,0,1.5560814831291163,False,True
1,1,0,-1.246490726947272,1,2,2.0316232164746784,False,True
0,3,0,-0.6663144087405455,2,2,0.5045492047901103,False,True
1,2,0,-0.41766741522337697,2,3,-0.25875819818535856,False,True
0,1,1,2.110243685534503,1,4,2.0316232164746784,False,True
0,2,1,0.16250890298334955,0,0,-0.6617845069564061,False,True
1,2,0,1.3228615393968026,1,1,0.1076293552428665,False,True
0,3,1,-0.749196739912935,0,0,-0.7106361807468361,False,True
0,3,1,-0.33478508405098745,1,0,-0.7949053180353278,False,True
1,2,0,-0.08613809053381898,0,0,-0.5396553224803311,False,True
1,3,1,-0.08613809053381898,0,0,-0.7784178781310578,False,True
1,1,1,-2.0753140386711673,0,2,2.0316232164746784,False,True
1,2,0,-1.3293730581196617,0,1,-0.22211944284253607,False,True
1,1,1,0.4111558965005181,0,0,0.12228485737999555,False,True
1,3,0,-1.9924317074987774,2,1,-0.23392689239768308,False,False
1,1,1,1.9030378576035292,0,0,0.315248968852194,False,True
0,2,1,0.5769205588452971,1,2,0.18090686592851152,False,True
0,3,1,-0.08613809053381898,1,0,-0.1993203666845424,False,True
0,1,1,0.07962657181096004,0,0,0.18090686592851152,False,False
1,1,1,1.6543908640863607,1,0,2.0316232164746784,False,False
0,3,1,-0.08613809053381898,0,0,-0.7814711077429596,False,True
1,3,1,-0.00325575936142946,0,0,-0.7890040358414439,False,False
0,1,1,2.110243685534503,0,0,0.12228485737999555,False,True
1,1,0,-0.08613809053381898,1,0,1.358842850200255,False,True
1,2,0,1.7372731952587501,0,0,-0.6617845069564061,False,True
0,3,1,-0.08613809053381898,0,0,-0.7961266098800887,True,False
1,1,1,1.571508532913971,0,0,0.12228485737999555,False,True
0,3,1,0.4111558965005181,0,0,-0.7814711077429596,False,True
0,1,1,1.4886262017415817,0,0,0.7060623591756341,False,True
0,2,1,1.571508532913971,0,0,-0.5396553224803311,False,True
0,3,1,-0.08613809053381898,0,0,-0.7814711077429596,False,True
0,3,1,0.7426852211900761,0,0,-0.8303227815333897,False,True
0,2,1,-0.08613809053381898,0,0,-1.1747270817559212,False,True
0,1,1,2.110243685534503,0,0,0.12228485737999555,False,True
0,3,1,-0.08613809053381898,0,0,-0.7973479017248495,True,False
1,3,0,-2.1996375354297513,2,1,-0.23392689239768308,False,False
0,3,1,-0.08613809053381898,0,0,-0.8205524467753037,False,True
0,3,1,0.7426852211900761,0,0,-0.7515494575463213,False,True
1,2,0,0.32827356532812857,1,2,0.18090686592851152,False,True
1,2,0,-0.5005497463957665,0,0,-0.5009794523404476,False,False
0,3,0,-0.583432077568156,0,0,-0.694148740842566,False,True
0,1,1,-0.08613809053381898,0,0,1.3655599553464393,False,True
0,2,1,0.4111558965005181,1,0,-0.14884193215689104,False,True
0,3,1,-0.00325575936142946,1,0,-0.8305279585633095,False,True
0,3,1,-0.583432077568156,0,0,-0.8073234135128552,False,True
1,3,0,-2.1996375354297513,0,1,-0.5744621400560125,False,True
0,3,1,-1.6609023828092195,5,2,1.1164164190152461,False,True
0,2,1,-0.08613809053381898,0,0,-1.1747270817559212,False,True
0,3,1,1.7372731952587501,0,0,-0.7814711077429596,False,True
1,3,0,2.110243685534503,0,0,-0.7063616592901735,False,True
1,1,1,-0.33478508405098745,1,0,2.0316232164746784,False,False
0,3,0,-0.08613809053381898,3,1,0.06936383916282265,False,True
1,1,0,0.49403822767290756,1,0,2.0316232164746784,False,True
0,1,1,2.110243685534503,0,0,0.27616762981985,False,False
0,3,1,0.07962657181096004,0,0,-0.7814711077429596,False,True
1,3,1,-1.6609023828092195,1,1,-0.3979854684880841,False,True
0,3,1,-0.08613809053381898,1,0,-0.1993203666845424,False,True
0,3,1,-0.6663144087405455,0,0,-0.8205524467753037,False,True
0,1,1,2.110243685534503,0,0,0.315248968852194,False,True
0,1,1,2.110243685534503,0,0,1.2436359479002839,False,False
0,3,1,-0.6663144087405455,0,0,-0.7814711077429596,False,True
0,3,1,-0.08613809053381898,0,0,-0.46841492659174705,False,False
1,1,0,2.068802519948308,1,0,2.0316232164746784,False,False
0,3,1,-0.08613809053381898,0,0,-0.4370668075204281,False,True
0,1,0,-0.33478508405098745,1,2,2.0316232164746784,False,True
0,3,1,-0.41766741522337697,0,0,-0.793889203220487,False,True
0,3,1,-0.9978437334301035,0,0,-0.7515494575463213,False,True
0,3,0,-0.6663144087405455,0,0,-0.7961266098800887,True,False
0,3,0,-0.08613809053381898,0,0,-0.8020278920739725,True,False
0,3,0,0.6598028900176867,0,0,-0.7063616592901735,False,True
1,1,0,-1.080726064602493,0,0,2.0316232164746784,False,True
0,1,1,-0.9149614022577139,1,0,2.0316232164746784,False,False
1,2,0,0.32827356532812857,0,2,0.095416436795259,False,True
1,1,1,-0.08613809053381898,0,0,0.12228485737999555,False,True
0,3,1,-0.08613809053381898,0,0,-0.07434312962648534,False,True
1,3,1,-0.251902752878598,0,0,1.5851873103734548,False,True
1,3,1,-0.00325575936142946,0,0,-0.7961266098800887,True,False
0,3,1,-0.08613809053381898,0,0,-0.7814711077429596,False,True
1,1,1,0.5769205588452971,0,0,0.1094612930100077,False,True
1,1,0,2.068802519948308,1,0,1.7270623413956212,False,False
0,3,1,-0.41766741522337697,0,0,-0.808544705357616,False,True
0,1,1,1.4886262017415817,0,0,0.48724594193354004,False,True
1,2,0,0.4111558965005181,0,0,-0.6617845069564061,False,True
0,3,1,-0.08613809053381898,0,0,0.005040840282963416,True,False
1,2,0,0.5769205588452971,1,0,0.095416436795259,False,True
0,3,1,0.24539123415573905,0,0,-0.7890040358414439,False,True
1,1,0,0.07962657181096004,0,0,2.0316232164746784,False,True
0,3,1,-0.583432077568156,0,0,-0.7890040358414439,False,True
0,3,1,-0.08613809053381898,0,0,-0.8217737386200645,False,False
1,1,0,1.2399792082244132,0,1,1.6576538832741783,False,False
0,3,1,-0.08613809053381898,0,0,-0.8215685615901447,False,False
0,3,1,0.9498910491210498,0,0,-0.7961266098800887,True,False
1,2,0,1.7372731952587501,0,0,-0.6617845069564061,False,True
0,1,1,-0.08613809053381898,0,0,2.0316232164746784,False,True
0,3,1,0.8255675523624656,0,0,-0.7875775669667634,False,True
0,2,1,-0.5005497463957665,2,1,-0.6129328331659761,False,True
1,2,0,-2.1996375354297513,1,1,0.095416436795259,False,True
0,3,1,-0.08613809053381898,0,0,-0.8215685615901447,False,False
0,3,1,-0.9978437334301035,1,1,-0.8215685615901447,False,False
1,3,0,-0.08613809053381898,0,2,-0.08248670364734996,False,False
0,3,0,0.07962657181096004,0,0,-0.7515494575463213,False,True
1,2,0,-1.8266670451539986,0,2,0.1076293552428665,False,True
0,1,1,1.3228615393968026,0,0,0.12228485737999555,False,True
1,1,0,0.07962657181096004,0,0,2.0316232164746784,False,False
0,3,1,-0.08613809053381898,0,0,-0.4663778117946861,False,True
1,1,0,-0.583432077568156,0,2,1.2434307708703642,False,False
1,1,0,0.5769205588452971,0,2,2.0316232164746784,False,True
0,3,0,-1.6609023828092195,4,2,0.35310901603977723,False,True
0,3,0,-1.4951377204644405,4,2,0.35310901603977723,False,True
1,2,1,0.24539123415573905,1,0,0.095416436795259,False,True
0,1,1,1.7372731952587501,1,0,2.0316232164746784,False,False
0,1,1,2.110243685534503,0,0,0.095416436795259,False,True
1,2,0,-0.8320790710853245,1,0,0.095416436795259,False,True
1,2,1,-0.08613809053381898,0,0,-0.4975207538360852,False,False
0,3,1,0.32827356532812857,1,1,-0.17204647720734537,False,True
1,2,1,-1.743784713981609,1,1,0.6205719300423815,False,True
1,1,1,-0.9978437334301035,0,2,2.0316232164746784,False,False
0,2,1,-0.16902042170620848,0,0,0.095416436795259,False,True
0,3,1,-0.08613809053381898,0,0,-0.7922575573158867,True,False
1,3,1,-0.583432077568156,0,0,-0.8217737386200645,False,False
1,3,0,-0.583432077568156,0,0,-0.7949053180353278,False,True
0,1,1,2.110243685534503,0,0,0.12228485737999555,False,True
1,1,0,1.571508532913971,1,0,0.7597992003451072,False,False
0,1,1,-0.08613809053381898,0,0,2.0316232164746784,False,False
1,1,0,0.8255675523624656,1,1,2.0316232164746784,False,True
1,3,0,0.5769205588452971,1,0,-0.32470795780243916,False,True
0,3,1,-0.08613809053381898,0,0,-0.7961266098800887,True,False
0,3,1,0.9084498835348551,0,0,-0.7890040358414439,False,True
0,2,1,-0.08613809053381898,0,0,-0.5152294855851162,False,True
0,3,1,-0.08613809053381898,0,0,-0.7814711077429596,False,True
0,3,0,-0.08613809053381898,0,0,-0.7814711077429596,False,True
0,3,1,-0.41766741522337697,2,0,0.005040840282963416,False,True
0,3,1,-0.8320790710853245,0,0,-0.7890040358414439,False,True
0,3,0,-0.00325575936142946,0,4,-0.14517805662260883,False,True
0,3,1,-0.08613809053381898,0,0,-0.8215685615901447,False,False
1,3,1,0.24539123415573905,0,0,-0.7910362654711259,False,True
1,2,1,2.110243685534503,0,0,-0.6617845069564061,False,True
1,1,0,1.9859201887759186,2,0,1.3401180036363833,False,True
1,1,1,0.5769205588452971,0,0,0.1143464603890506,False,True
1,3,0,-0.08613809053381898,0,0,-0.7961266098800887,True,False
0,3,1,-1.080726064602493,0,0,-0.7814711077429596,False,True
0,3,1,-0.8320790710853245,0,0,-0.4663778117946861,False,True
1,2,0,0.4111558965005181,0,0,-0.5396553224803311,False,True
1,1,0,0.8255675523624656,1,0,1.5560814831291163,False,True
0,3,0,-0.08613809053381898,1,0,-0.46841492659174705,False,False
1,3,1,0.24539123415573905,0,0,-0.7875775669667634,False,True
1,2,0,-0.33478508405098745,1,1,0.290823131956979,False,True
1,1,0,0.8255675523624656,1,1,2.0316232164746784,False,False
0,2,1,2.068802519948308,0,0,0.095416436795259,False,True
0,1,1,0.5769205588452971,0,0,0.7854463290850828,False,False
0,3,1,-0.08613809053381898,0,0,-0.7491068738567997,False,False
1,1,0,-0.9149614022577139,0,2,2.0316232164746784,False,True
0,2,1,1.4886262017415817,0,0,-0.4419519748994711,False,True
1,1,1,2.110243685534503,1,1,2.0316232164746784,False,False
0,3,1,-0.583432077568156,0,0,-0.7814711077429596,False,True
0,3,1,-0.08613809053381898,0,0,-0.7814711077429596,False,True
0,3,1,0.49403822767290756,0,0,-0.8266589059991074,False,True
1,1,0,1.9030378576035292,1,0,2.0316232164746784,False,False
0,3,1,1.4886262017415817,0,0,-0.8205524467753037,False,True
0,3,0,-0.08613809053381898,0,2,-0.7961266098800887,True,False
0,2,1,0.6598028900176867,1,0,0.095416436795259,False,True
0,3,1,0.5769205588452971,1,1,0.005040840282963416,False,True
1,2,0,-0.08613809053381898,0,0,0.43737815332826907,False,True
0,3,1,1.6543908640863607,0,0,-1.1747270817559212,False,True
0,3,1,-0.08613809053381898,0,0,-0.8217737386200645,False,False
1,1,1,1.6543908640863607,1,0,1.6063596257942268,False,False
1,2,0,-0.41766741522337697,2,1,0.144268110585689,False,True
0,3,1,-0.08613809053381898,0,0,-0.7890040358414439,False,True
0,1,1,-0.08613809053381898,0,0,0.896583886958311,False,True
0,3,1,1.2399792082244132,0,0,-0.7814711077429596,False,True
1,1,1,0.49403822767290756,0,0,0.12228485737999555,False,False
0,3,1,0.5769205588452971,1,0,-0.41508355431473454,False,True
0,3,1,0.07962657181096004,0,0,-0.7890040358414439,False,True
1,1,1,-0.16902042170620848,0,0,0.315248968852194,False,True
1,2,0,-0.583432077568156,1,2,0.8564864331111262,False,False
1,1,0,0.9084498835348551,0,0,2.0316232164746784,False,True
0,3,0,0.8255675523624656,1,5,0.35310901603977723,False,True
0,3,1,-0.08613809053381898,0,0,-0.8303227815333897,False,True
1,3,0,-0.08613809053381898,1,0,-0.4175261380042561,True,False
0,3,1,-0.08613809053381898,0,0,-0.7961266098800887,True,False
0,3,1,0.49403822767290756,0,0,-0.7814711077429596,False,True
1,2,0,-0.41766741522337697,1,2,2.0006317146220294,False,True
0,3,1,0.4111558965005181,1,1,-0.4712629791737291,False,True
0,3,0,-0.251902752878598,1,0,-0.388215133729998,False,True
1,2,0,-2.0753140386711673,2,1,0.7304881960708491,False,True
0,2,1,-0.251902752878598,0,0,-0.6617845069564061,False,True
0,3,1,-0.16902042170620848,1,0,-0.4686152184542878,False,False
1,1,1,1.0742145458796342,1,0,1.3926335529610958,False,True
1,3,1,-0.749196739912935,1,1,-0.4057186884491092,False,False
0,3,1,-0.6663144087405455,0,0,-0.7910362654711259,False,True
0,3,1,-0.6663144087405455,0,0,-0.388215133729998,False,True
0,1,1,2.110243685534503,0,0,0.4041980964898089,False,True
0,2,1,2.110243685534503,0,0,-0.5714089104441107,True,False
1,1,0,-0.6663144087405455,0,0,2.0316232164746784,False,True
0,3,1,-0.251902752878598,0,0,-0.7890040358414439,False,True
0,3,1,-0.08613809053381898,0,0,-0.7969424328323889,True,False
1,1,1,2.110243685534503,0,0,0.290823131956979,False,True
0,3,1,1.8201555264311395,0,0,-0.8301176045034699,False,True
1,1,1,0.24539123415573905,0,0,0.315248968852194,False,False
0,1,1,-0.08613809053381898,0,0,-1.1747270817559212,False,True
0,3,0,-1.6609023828092195,3,2,0.18823461699707594,False,True
1,2,0,-0.08613809053381898,0,0,-0.5396553224803311,False,True
0,3,1,0.24539123415573905,0,0,-0.7875775669667634,False,True
0,2,1,0.16250890298334955,1,1,0.1076293552428665,False,True
0,3,0,0.9913322147072446,0,5,0.7640737218017697,False,True
0,3,1,-0.08613809053381898,1,0,-0.388215133729998,False,True
0,3,1,-0.749196739912935,0,0,-0.7910362654711259,False,True
1,1,0,-0.41766741522337697,0,0,2.0316232164746784,False,False
0,3,0,-2.1996375354297513,3,2,0.18823461699707594,False,True
1,3,1,-0.08613809053381898,0,0,1.5851873103734548,False,True
1,3,0,-2.1996375354297513,2,1,-0.23392689239768308,False,False
1,1,1,1.571508532913971,1,0,2.0316232164746784,False,False
0,3,1,-0.8320790710853245,0,0,-0.7890040358414439,False,True
1,1,1,2.110243685534503,0,0,0.559507337804344,False,False
0,3,1,-0.08613809053381898,0,0,-0.8058969446381746,False,True
1,3,0,-0.5005497463957665,0,0,-0.8058969446381746,False,True
0,3,1,-0.08613809053381898,0,0,-0.7890040358414439,False,True
1,2,0,-0.9149614022577139,0,1,-0.05113858457603102,False,True
0,3,1,-0.6663144087405455,0,0,-0.7627462611790878,False,True
1,3,0,-0.08613809053381898,0,0,-0.7922575573158867,True,False
0,3,0,-0.9149614022577139,0,0,-0.8449782836705186,True,False
0,2,1,-0.41766741522337697,2,0,2.0316232164746784,False,True
0,3,1,-0.08613809053381898,0,0,-0.7890040358414439,False,True
0,3,0,0.24539123415573905,1,1,-0.4175261380042561,True,False
0,2,1,-0.5005497463957665,0,0,-0.5396553224803311,False,True
0,1,1,2.110243685534503,0,2,2.0316232164746784,False,False
1,1,1,1.7372731952587501,2,0,2.0316232164746784,False,True
0,3,1,0.9084498835348551,0,0,-0.8217737386200645,False,False
0,1,1,1.4886262017415817,0,0,0.07526512135670656,False,True
0,3,1,0.5769205588452971,0,0,-0.808544705357616,False,True
1,3,1,-0.749196739912935,1,0,-0.7875775669667634,False,True
0,2,1,0.24539123415573905,2,0,2.0316232164746784,False,True
0,2,1,-0.33478508405098745,0,0,-0.5396553224803311,False,True
0,3,1,-0.08613809053381898,0,0,-0.7949053180353278,False,True
0,3,1,1.1570968770520238,0,0,-0.7814711077429596,False,True
1,1,0,-0.08613809053381898,1,0,1.3655599553464393,False,True
1,2,0,0.9084498835348551,1,1,0.7304881960708491,False,True
0,1,1,0.16250890298334955,1,0,1.3655599553464393,False,True
0,2,1,2.110243685534503,0,0,-0.6617845069564061,False,True
1,2,1,0.16250890298334955,0,0,-0.5396553224803311,False,True
0,2,1,-0.08613809053381898,0,0,-1.1747270817559212,False,True
0,3,1,-0.9149614022577139,0,0,-0.7949053180353278,False,True
0,3,1,-0.3762262496371822,0,0,-0.7814711077429596,False,True
1,3,0,-0.9149614022577139,0,0,-0.6939435638126462,False,True
0,3,0,1.1570968770520238,1,6,1.1164164190152461,False,True
1,1,1,0.5769205588452971,0,1,2.0316232164746784,False,False
0,3,0,-0.08613809053381898,0,0,-0.7771965862862971,True,False
1,1,1,-0.16902042170620848,0,0,2.0316232164746784,False,False
0,3,1,-0.749196739912935,0,0,-0.7240703910392045,False,True
0,3,1,-1.246490726947272,5,2,1.1164164190152461,False,True
0,2,1,2.110243685534503,1,1,0.7304881960708491,False,True
0,2,1,-0.33478508405098745,1,2,0.8564864331111262,False,False
0,3,1,-1.246490726947272,4,1,0.7640737218017697,False,True
0,3,1,-0.8320790710853245,0,0,-0.6778664779682158,False,True
0,3,1,-0.9149614022577139,0,0,-0.793889203220487,False,True
1,1,0,-1.1636083957748826,0,1,2.0316232164746784,False,True
1,1,1,0.16250890298334955,1,0,1.6098183242985895,False,True
1,3,0,-2.0753140386711673,0,1,-0.519298830011859,False,False
1,3,1,-0.08613809053381898,0,0,1.5851873103734548,False,True
0,3,1,-0.33478508405098745,0,0,-0.8217737386200645,False,False
0,1,1,2.110243685534503,0,0,0.12228485737999555,False,True
0,2,1,1.9030378576035292,0,0,-0.5152294855851162,False,True
0,3,1,1.2399792082244132,0,0,-0.7814711077429596,False,True
1,3,0,-0.08613809053381898,0,0,-0.7969424328323889,True,False
0,1,1,1.6543908640863607,1,1,2.0316232164746784,False,False
0,3,1,1.0742145458796342,0,0,-0.8010117772591315,False,True
1,1,0,-0.9149614022577139,1,0,2.0316232164746784,False,False
1,1,1,0.49403822767290756,0,0,0.1094612930100077,False,True
0,3,0,-0.9149614022577139,0,1,-0.4686152184542878,False,False
0,3,1,-0.33478508405098745,0,0,-0.7965320787725493,True,False
0,3,1,-0.251902752878598,1,0,-0.7910362654711259,False,True
0,2,1,0.8255675523624656,0,0,0.095416436795259,False,True
1,2,0,1.3228615393968026,0,0,-0.5152294855851162,False,True
1,1,1,1.0742145458796342,0,0,0.1094612930100077,False,True
1,1,0,-0.583432077568156,0,0,2.0316232164746784,False,True
1,3,1,-0.08613809053381898,1,1,-0.42994423348178346,False,False
1,1,0,-0.41766741522337697,0,0,1.2436359479002839,False,False
0,1,1,-0.08613809053381898,0,0,0.12228485737999555,False,True
1,1,1,1.571508532913971,1,0,1.3655599553464393,False,True
0,3,1,-0.00325575936142946,0,0,-0.7114520036991363,False,True
0,2,1,1.9030378576035292,0,0,-0.5396553224803311,False,True
0,3,1,-0.8320790710853245,0,0,-0.8010117772591315,False,True
1,1,0,0.7426852211900761,0,0,2.0316232164746784,False,False
1,2,0,-0.16902042170620848,0,0,-0.6617845069564061,False,True
0,3,1,-0.08613809053381898,0,0,-0.4175261380042561,True,False
0,3,1,0.32827356532812857,0,0,-0.7949053180353278,False,True
1,2,0,-1.909549376326388,0,1,0.43737815332826907,False,True
0,3,1,-0.9978437334301035,1,0,-0.8301176045034699,False,True
0,2,1,0.4111558965005181,0,0,-0.5396553224803311,False,True
0,2,1,1.7372731952587501,0,0,-0.5396553224803311,False,True
1,1,1,-0.16902042170620848,1,0,1.4192967965159125,False,True
0,3,1,-0.749196739912935,0,0,-0.7515494575463213,False,True
1,2,0,0.07962657181096004,3,0,-0.14884193215689104,False,True
1,3,0,-0.08613809053381898,0,0,-0.796737255802469,True,False
0,2,1,-0.33478508405098745,1,0,0.095416436795259,False,True
0,3,0,-0.33478508405098745,1,0,-0.7875775669667634,False,True
1,1,0,-0.00325575936142946,0,0,2.0316232164746784,False,True
0,3,1,-1.4951377204644405,0,0,-0.25692626041821737,False,False
0,2,1,-0.08613809053381898,0,0,-1.1747270817559212,False,True
0,2,1,-0.5005497463957665,0,0,-0.5396553224803311,False,True
0,2,1,-0.5005497463957665,0,0,-0.5396553224803311,False,True
0,3,1,-0.04469692494762421,0,0,-0.388215133729998,False,True
0,3,0,1.571508532913971,1,3,0.5045492047901103,False,True
1,1,1,0.49403822767290756,0,0,2.0316232164746784,False,False
0,3,1,-0.08613809053381898,0,0,-0.7890040358414439,False,True
0,3,1,-0.08613809053381898,0,0,-0.7890040358414439,False,True
1,1,1,-0.08613809053381898,0,0,0.290823131956979,False,True
0,1,1,0.5769205588452971,1,0,2.0316232164746784,False,True
1,1,0,-0.6663144087405455,2,2,2.0316232164746784,False,False
0,3,1,-0.41766741522337697,1,0,-0.388215133729998,False,True
1,3,1,0.16250890298334955,0,0,-0.7875775669667634,False,True
0,1,1,2.110243685534503,1,1,2.0316232164746784,False,True
0,3,1,-1.080726064602493,1,1,-0.18548068749971355,False,True
1,2,0,0.07962657181096004,0,0,-0.5396553224803311,False,True
0,1,1,-0.8320790710853245,1,0,1.4192967965159125,False,True
0,3,1,0.16250890298334955,0,0,-0.7961266098800887,True,False
1,2,0,-2.0753140386711673,1,1,-0.05113858457603102,False,True
1,3,1,-1.909549376326388,0,1,-0.5653024512203069,False,True
0,3,1,0.32827356532812857,0,0,-0.7106361807468361,False,True
0,3,1,-0.5005497463957665,0,0,-0.7890040358414439,False,True
1,2,0,1.571508532913971,1,2,2.0006317146220294,False,True
1,2,1,-2.1996375354297513,1,1,-0.4663778117946861,False,True
0,3,1,-0.08613809053381898,0,0,-0.793889203220487,False,True
0,2,1,-0.9149614022577139,0,0,-0.6129328331659761,False,True
0,3,1,0.4111558965005181,0,0,-0.7814711077429596,False,True
1,1,0,0.32827356532812857,0,0,2.0316232164746784,False,True
0,3,1,-0.08613809053381898,0,0,-0.4663778117946861,False,True
0,3,1,0.9913322147072446,0,0,-0.8266589059991074,False,True
1,3,1,-0.749196739912935,0,0,-0.8215685615901447,False,False
1,1,0,0.5769205588452971,1,2,2.0316232164746784,False,True
0,3,1,-1.080726064602493,0,0,-0.7949053180353278,False,True
1,1,0,1.8201555264311395,1,0,2.0316232164746784,False,True
0,1,1,-0.08613809053381898,0,0,0.7597992003451072,False,False
0,3,0,0.12106773739715479,0,0,-0.7961266098800887,True,False
0,3,1,-0.08613809053381898,1,0,0.005040840282963416,True,False
0,3,1,0.24539123415573905,0,0,-0.7662049596834503,False,True
0,3,1,-0.41766741522337697,0,0,-0.7106361807468361,False,True
0,3,1,1.571508532913971,0,0,-0.7910362654711259,False,True
0,2,0,2.110243685534503,0,0,-0.6617845069564061,False,True
0,3,1,-0.08613809053381898,0,0,-0.8217737386200645,False,False
1,2,0,2.068802519948308,1,3,-0.05113858457603102,False,True
0,3,1,-0.9149614022577139,0,0,-0.7961266098800887,False,True
0,3,1,-0.08613809053381898,0,0,-0.7961266098800887,True,False
1,3,0,-1.9924317074987774,0,0,-0.5653024512203069,False,True
0,3,1,-0.08613809053381898,0,0,-0.796737255802469,True,False
1,1,0,1.1570968770520238,0,1,2.0316232164746784,False,True
1,3,0,-1.3293730581196617,0,0,-0.8215685615901447,False,False
1,1,0,-0.9978437334301035,1,0,1.6098183242985895,False,True
0,1,1,-0.00325575936142946,0,0,0.290823131956979,False,True
0,3,1,-0.08613809053381898,1,2,-0.029155331370337555,False,True
0,3,1,-0.33478508405098745,0,0,-0.8303227815333897,False,True
0,3,1,-0.33478508405098745,0,0,-0.8205524467753037,False,True
1,3,0,-0.9149614022577139,0,0,-0.808544705357616,False,True
0,3,1,-1.743784713981609,4,1,0.24807791739035276,True,False
1,3,1,-2.1996375354297513,1,2,-0.16960389351782384,False,True
0,1,1,1.4057438705691923,0,0,2.0316232164746784,False,False
0,3,1,-0.08613809053381898,0,0,-0.7961266098800887,True,False
0,2,1,-1.080726064602493,0,0,0.095416436795259,False,True
0,3,0,-0.08613809053381898,8,2,2.0316232164746784,False,True
0,1,1,-0.08613809053381898,0,0,0.32481412658036013,False,False
0,3,1,-0.33478508405098745,0,0,-0.7890040358414439,False,True
0,2,1,0.8255675523624656,0,0,-0.5396553224803311,False,True
1,1,0,1.6543908640863607,0,0,0.09195773829089664,False,True
1,3,0,0.16250890298334955,0,0,-0.7505333427314804,False,True
0,3,1,0.07962657181096004,0,0,-0.8215685615901447,False,False
0,3,0,0.07962657181096004,1,1,0.005040840282963416,False,True
0,2,1,0.4111558965005181,0,0,-0.5396553224803311,False,True
1,2,0,0.16250890298334955,1,1,0.1076293552428665,False,True
1,1,1,-1.4951377204644405,1,2,2.0316232164746784,False,True
1,3,1,-2.1996375354297513,0,1,-0.758672031584966,False,False
1,3,1,-0.16902042170620848,0,0,-0.833986657067672,False,True
0,3,1,0.16250890298334955,0,0,-0.7949053180353278,False,True
0,1,1,0.8255675523624656,0,0,-1.1747270817559212,False,True
0,3,0,-0.9149614022577139,0,0,-0.7949053180353278,False,True
0,2,1,0.8255675523624656,0,0,-0.5396553224803311,False,True
1,1,0,0.32827356532812857,1,0,1.4192967965159125,False,True
0,3,1,-0.251902752878598,0,0,-0.7894095047339046,False,True
0,3,1,0.8255675523624656,0,0,0.005040840282963416,False,True
0,2,1,0.49403822767290756,0,0,-0.6617845069564061,False,True
0,3,0,-1.909549376326388,4,2,0.35310901603977723,False,True
0,3,1,0.12106773739715479,0,0,-0.7814711077429596,False,True
0,1,1,-0.08613809053381898,0,0,-1.1747270817559212,False,True
0,3,0,-0.5005497463957665,0,0,-0.7875775669667634,False,True
0,2,1,0.16250890298334955,1,1,0.6329900255199088,False,False
0,3,1,1.1570968770520238,0,0,-0.8596337858076477,False,True
0,3,1,-1.5780200516368301,3,2,0.18823461699707594,False,True
1,1,0,1.9030378576035292,1,1,2.0316232164746784,False,True
1,3,1,-0.16902042170620848,0,0,-0.7515494575463213,False,True
0,1,1,0.7426852211900761,0,0,-1.1747270817559212,False,True
1,3,0,-0.16902042170620848,0,1,-0.5653024512203069,False,True
0,3,1,-2.1996375354297513,4,1,0.7640737218017697,False,True
0,3,1,-0.08613809053381898,0,0,-0.8352079489124327,True,False
0,3,1,-0.08613809053381898,0,0,1.5851873103734548,False,True
1,2,1,-2.1996375354297513,0,2,0.6329900255199088,False,False
1,3,1,-0.08613809053381898,0,0,-0.7961266098800887,True,False
1,1,0,2.110243685534503,0,0,2.0316232164746784,False,True
1,3,0,-1.1636083957748826,1,0,-0.4686152184542878,False,False
1,2,1,-2.1996375354297513,1,1,-0.25875819818535856,False,True
0,3,1,-0.08613809053381898,0,0,-0.8215685615901447,False,False
0,3,1,-0.5005497463957665,0,0,-0.7910362654711259,False,True
0,3,1,-0.9149614022577139,0,0,-0.7692581892953522,False,True
1,1,0,0.8255675523624656,1,1,2.0316232164746784,False,False
0,3,1,-0.6663144087405455,0,0,-0.7515494575463213,False,True
0,3,1,-0.08613809053381898,0,0,-0.7814711077429596,False,True
1,3,1,0.24539123415573905,0,0,1.5851873103734548,False,True
1,1,1,-0.08613809053381898,0,0,0.27616762981985,False,False
0,3,1,-0.749196739912935,0,0,-0.7875775669667634,False,True
0,2,1,-1.080726064602493,0,0,-0.6617845069564061,False,True
1,1,0,0.07962657181096004,0,0,0.33967480574740905,False,False
0,3,1,0.45259706208671285,0,0,-0.8602444317300281,False,False
0,3,1,-0.9978437334301035,0,0,-0.7515494575463213,False,True
